frame,track_id,class_id,class_name,conf_raw,conf_smooth,x1,y1,x2,y2,recovered
1,,,,,,,,,,False
2,1,0,polyp,0.7767,0.7767,83.1,4.1,292.7,164.3,False
3,1,0,polyp,0.8814,0.8291,86.8,3.9,287.7,157.3,False
4,1,0,polyp,0.5290,0.7290,95.3,3.5,277.1,141.6,False
5,1,0,polyp,0.4232,0.5832,95.3,3.5,277.1,141.6,True
6,1,0,polyp,0.3385,0.4666,95.3,3.5,277.1,141.6,True
7,1,0,polyp,0.2708,0.3733,95.3,3.5,277.1,141.6,True
8,1,0,polyp,0.5790,0.6915,90.0,3.5,280.4,147.6,False
9,1,0,polyp,0.4632,0.5532,90.0,3.5,280.4,147.6,True
10,1,0,polyp,0.3706,0.4426,90.0,3.5,280.4,147.6,True
11,1,0,polyp,0.2964,0.3541,90.0,3.5,280.4,147.6,True
12,,,,,,,,,,False
13,,,,,,,,,,False
14,,,,,,,,,,False
15,2,0,polyp,0.6115,0.6115,94.4,2.8,284.9,116.8,False
16,2,0,polyp,0.4892,0.4892,94.4,2.8,284.9,116.8,True
17,2,0,polyp,0.6771,0.6443,91.2,2.9,292.1,123.6,False
18,2,0,polyp,0.7772,0.6886,90.6,3.2,293.3,125.4,False
19,2,0,polyp,0.6218,0.5509,90.6,3.2,293.3,125.4,True
20,2,0,polyp,0.5270,0.6482,93.4,3.4,290.4,122.8,False
21,2,0,polyp,0.6250,0.6435,96.7,3.4,287.3,119.3,False
22,2,0,polyp,0.5000,0.5148,96.7,3.4,287.3,119.3,True
23,2,0,polyp,0.4000,0.4119,96.7,3.4,287.3,119.3,True
24,2,0,polyp,0.6452,0.6503,95.4,3.7,281.7,116.9,False
25,2,0,polyp,0.5162,0.5202,95.4,3.7,281.7,116.9,True
26,2,0,polyp,0.4129,0.4162,95.4,3.7,281.7,116.9,True
27,2,0,polyp,0.3304,0.3330,95.4,3.7,281.7,116.9,True
28,2,0,polyp,0.6963,0.6542,78.9,4.2,287.2,132.3,False
29,2,0,polyp,0.7020,0.6391,77.9,4.2,287.5,134.6,False
30,2,0,polyp,0.5616,0.5113,77.9,4.2,287.5,134.6,True
31,2,0,polyp,0.4493,0.4090,77.9,4.2,287.5,134.6,True
32,2,0,polyp,0.6249,0.6587,78.0,4.1,285.3,134.6,False
33,2,0,polyp,0.6304,0.6598,77.5,4.0,283.9,135.4,False
34,2,0,polyp,0.5515,0.6410,71.3,4.1,288.0,144.4,False
35,2,0,polyp,0.4412,0.5128,71.3,4.1,288.0,144.4,True
36,2,0,polyp,0.3529,0.4102,71.3,4.1,288.0,144.4,True
37,2,0,polyp,0.6556,0.6329,84.9,4.2,288.6,136.8,False
38,2,0,polyp,0.7461,0.6417,87.3,4.1,287.7,135.3,False
39,2,0,polyp,0.6842,0.6535,83.9,4.2,291.8,141.3,False
40,2,0,polyp,0.5473,0.5228,83.9,4.2,291.8,141.3,True
41,2,0,polyp,0.4379,0.4183,83.9,4.2,291.8,141.3,True
42,2,0,polyp,0.3503,0.3346,83.9,4.2,291.8,141.3,True
43,,,,,,,,,,False
44,2,0,polyp,0.7567,0.6788,84.0,3.6,322.2,164.3,False
45,2,0,polyp,0.8598,0.7405,86.1,4.0,324.3,168.5,False
46,2,0,polyp,0.8914,0.7876,87.5,5.5,322.5,170.1,False
47,2,0,polyp,0.7755,0.7935,83.2,6.4,324.1,178.5,False
48,2,0,polyp,0.7682,0.8103,73.2,5.9,330.7,195.1,False
49,2,0,polyp,0.8750,0.8340,60.2,6.2,338.9,218.4,False
