frame,track_id,class_id,class_name,conf_raw,conf_smooth,x1,y1,x2,y2,recovered
1,,,,,,,,,,False
2,,,,,,,,,,False
3,,,,,,,,,,False
4,,,,,,,,,,False
5,,,,,,,,,,False
6,,,,,,,,,,False
7,,,,,,,,,,False
8,,,,,,,,,,False
9,,,,,,,,,,False
10,,,,,,,,,,False
11,,,,,,,,,,False
12,,,,,,,,,,False
13,,,,,,,,,,False
14,,,,,,,,,,False
15,,,,,,,,,,False
16,,,,,,,,,,False
17,,,,,,,,,,False
18,,,,,,,,,,False
19,,,,,,,,,,False
20,,,,,,,,,,False
21,,,,,,,,,,False
22,,,,,,,,,,False
23,,,,,,,,,,False
24,2,0,polyp,0.5743,0.5743,207.1,10.3,323.0,131.0,False
25,2,0,polyp,0.4594,0.4594,207.1,10.3,323.0,131.0,True
26,2,0,polyp,0.3675,0.3675,207.1,10.3,323.0,131.0,True
27,2,0,polyp,0.2940,0.2940,207.1,10.3,323.0,131.0,True
28,,,,,,,,,,False
29,,,,,,,,,,False
30,,,,,,,,,,False
31,,,,,,,,,,False
32,,,,,,,,,,False
33,,,,,,,,,,False
34,,,,,,,,,,False
35,,,,,,,,,,False
36,,,,,,,,,,False
37,,,,,,,,,,False
38,,,,,,,,,,False
39,,,,,,,,,,False
40,,,,,,,,,,False
41,,,,,,,,,,False
42,,,,,,,,,,False
43,,,,,,,,,,False
44,,,,,,,,,,False
45,,,,,,,,,,False
46,,,,,,,,,,False
47,,,,,,,,,,False
48,3,0,polyp,0.8263,0.8263,190.5,73.6,322.5,205.3,False
49,3,0,polyp,0.8925,0.8594,190.8,74.1,322.7,205.5,False
50,3,0,polyp,0.8707,0.8632,191.9,74.2,324.6,206.3,False
51,3,0,polyp,0.8812,0.8677,191.6,74.2,324.9,206.8,False
52,3,0,polyp,0.8781,0.8698,191.8,74.9,325.1,207.5,False
53,3,0,polyp,0.8535,0.8752,192.2,76.9,324.6,208.5,False
54,3,0,polyp,0.8551,0.8677,192.6,80.8,323.8,210.7,False
55,3,0,polyp,0.8651,0.8666,192.4,82.4,323.8,212.3,False
56,3,0,polyp,0.6705,0.8245,192.3,83.7,324.3,213.9,False
57,3,0,polyp,0.5364,0.6596,192.3,83.7,324.3,213.9,True
58,3,0,polyp,0.4291,0.5277,192.3,83.7,324.3,213.9,True
59,3,0,polyp,0.3433,0.4221,192.3,83.7,324.3,213.9,True
60,,,,,,,,,,False
61,,,,,,,,,,False
62,,,,,,,,,,False
63,,,,,,,,,,False
64,,,,,,,,,,False
