frame,track_id,class_id,class_name,conf_raw,conf_smooth,x1,y1,x2,y2,recovered
42,3,0,polyp,0.3837,0.3737,-21.7,7.4,225.1,209.0,True
43,4,0,polyp,0.5667,0.6030,150.1,134.8,199.7,164.9,False
43,5,0,polyp,0.6522,0.6522,126.6,143.2,224.7,198.6,False
43,3,0,polyp,0.3070,0.2990,-21.7,7.4,225.1,209.0,True
44,4,0,polyp,0.5667,0.5957,156.1,122.9,205.6,153.0,False
44,5,0,polyp,0.6522,0.6522,126.6,143.2,224.7,198.6,False
45,5,0,polyp,0.6522,0.6522,126.6,143.2,224.7,198.6,False
45,4,0,polyp,0.4534,0.4766,156.1,122.9,205.6,153.0,True
46,5,0,polyp,0.6522,0.6522,126.6,143.2,224.7,198.6,False
46,4,0,polyp,0.3627,0.3813,156.1,122.9,205.6,153.0,True
47,4,0,polyp,0.2902,0.3050,156.1,122.9,205.6,153.0,True
47,5,0,polyp,0.5217,0.5217,126.6,143.2,224.7,198.6,True
48,6,0,polyp,0.5822,0.5822,297.5,86.5,321.5,162.2,False
48,5,0,polyp,0.4174,0.4174,126.6,143.2,224.7,198.6,True
49,6,0,polyp,0.5372,0.5597,298.4,98.9,321.0,168.5,False
49,5,0,polyp,0.3339,0.3339,126.6,143.2,224.7,198.6,True
50,6,0,polyp,0.5372,0.5522,299.6,111.1,320.3,175.0,False
51,6,0,polyp,0.5372,0.5485,300.8,123.6,319.5,181.2,False
51,7,0,polyp,0.6334,0.6334,122.1,152.1,215.6,206.1,False
52,6,0,polyp,0.5372,0.5462,302.2,136.4,318.6,187.0,False
52,7,0,polyp,0.6334,0.6334,122.1,152.1,215.6,206.1,False
53,7,0,polyp,0.6334,0.6334,122.1,152.1,215.6,206.1,False
53,6,0,polyp,0.4298,0.4370,302.2,136.4,318.6,187.0,True
54,7,0,polyp,0.6334,0.6334,122.1,152.1,215.6,206.1,False
54,6,0,polyp,0.3438,0.3496,302.2,136.4,318.6,187.0,True
55,6,0,polyp,0.2751,0.2797,302.2,136.4,318.6,187.0,True
55,7,0,polyp,0.5067,0.5067,122.1,152.1,215.6,206.1,True
56,7,0,polyp,0.4054,0.4054,122.1,152.1,215.6,206.1,True
57,7,0,polyp,0.3243,0.3243,122.1,152.1,215.6,206.1,True
58,,,,,,,,,,False
59,,,,,,,,,,False
60,8,0,polyp,0.5989,0.5989,36.4,2.7,341.5,240.0,False
61,8,0,polyp,0.5989,0.5989,36.4,2.7,341.5,240.0,False
62,8,0,polyp,0.5989,0.5989,36.4,2.7,341.5,240.0,False
63,8,0,polyp,0.5989,0.5989,36.4,2.7,341.5,240.0,False
64,8,0,polyp,0.4791,0.4791,36.4,2.7,341.5,240.0,True
65,8,0,polyp,0.3833,0.3833,36.4,2.7,341.5,240.0,True
66,8,0,polyp,0.3066,0.3066,36.4,2.7,341.5,240.0,True
67,,,,,,,,,,False
68,,,,,,,,,,False
69,,,,,,,,,,False
70,,,,,,,,,,False
71,,,,,,,,,,False
72,,,,,,,,,,False
73,,,,,,,,,,False
74,9,0,polyp,0.5298,0.5298,65.6,158.3,129.4,202.2,False
75,9,0,polyp,0.5298,0.5298,65.6,158.3,129.4,202.2,False
76,9,0,polyp,0.5298,0.5298,65.6,158.3,129.4,202.2,False
77,9,0,polyp,0.5298,0.5298,65.6,158.3,129.4,202.2,False
78,9,0,polyp,0.4238,0.4238,65.6,158.3,129.4,202.2,True
79,9,0,polyp,0.3391,0.3391,65.6,158.3,129.4,202.2,True
80,9,0,polyp,0.2713,0.2713,65.6,158.3,129.4,202.2,True
81,,,,,,,,,,False
82,,,,,,,,,,False
83,,,,,,,,,,False
84,,,,,,,,,,False
85,,,,,,,,,,False
86,,,,,,,,,,False
87,,,,,,,,,,False
88,,,,,,,,,,False
89,,,,,,,,,,False
90,,,,,,,,,,False
91,,,,,,,,,,False
92,,,,,,,,,,False
93,,,,,,,,,,False
94,,,,,,,,,,False
95,,,,,,,,,,False
96,,,,,,,,,,False
97,,,,,,,,,,False
98,,,,,,,,,,False
99,,,,,,,,,,False
100,,,,,,,,,,False
101,,,,,,,,,,False
102,,,,,,,,,,False
103,10,0,polyp,0.5446,0.5446,40.5,3.9,333.5,236.3,False
104,10,0,polyp,0.5446,0.5446,40.5,3.9,333.5,236.3,False
105,10,0,polyp,0.5446,0.5446,40.5,3.9,333.5,236.3,False
106,10,0,polyp,0.5446,0.5446,40.5,3.9,333.5,236.3,False
107,10,0,polyp,0.4357,0.4357,40.5,3.9,333.5,236.3,True
108,10,0,polyp,0.3486,0.3486,40.5,3.9,333.5,236.3,True
109,11,0,polyp,0.8241,0.8241,97.8,91.5,187.3,179.4,False
109,10,0,polyp,0.2789,0.2789,40.5,3.9,333.5,236.3,True
110,11,0,polyp,0.8241,0.8241,97.8,91.5,187.3,179.4,False
111,11,0,polyp,0.8241,0.8241,97.8,91.5,187.3,179.4,False
112,11,0,polyp,0.8241,0.8241,97.8,91.5,187.3,179.4,False
113,11,0,polyp,0.6593,0.6593,97.8,91.5,187.3,179.4,True
114,11,0,polyp,0.5274,0.5274,97.8,91.5,187.3,179.4,True
115,12,0,polyp,0.5141,0.5141,25.3,3.6,315.9,240.0,False
115,11,0,polyp,0.4219,0.4219,97.8,91.5,187.3,179.4,True
116,12,0,polyp,0.5141,0.5141,25.3,3.6,315.9,240.0,False
117,12,0,polyp,0.5141,0.5141,25.3,3.6,315.9,240.0,False
118,12,0,polyp,0.5141,0.5141,25.3,3.6,315.9,240.0,False
119,12,0,polyp,0.4113,0.4113,25.3,3.6,315.9,240.0,True
120,12,0,polyp,0.3290,0.3290,25.3,3.6,315.9,240.0,True
121,12,0,polyp,0.2632,0.2632,25.3,3.6,315.9,240.0,True
122,,,,,,,,,,False
123,,,,,,,,,,False
124,,,,,,,,,,False
125,,,,,,,,,,False
126,,,,,,,,,,False
127,,,,,,,,,,False
128,,,,,,,,,,False
129,,,,,,,,,,False
130,,,,,,,,,,False
131,,,,,,,,,,False
132,13,0,polyp,0.5170,0.5170,25.2,4.0,331.1,236.1,False
133,13,0,polyp,0.5170,0.5170,25.2,4.0,331.1,236.1,False
134,13,0,polyp,0.5170,0.5170,25.2,4.0,331.1,236.1,False
135,13,0,polyp,0.5170,0.5170,25.2,4.0,331.1,236.1,False
136,13,0,polyp,0.4136,0.4136,25.2,4.0,331.1,236.1,True
137,13,0,polyp,0.3309,0.3309,25.2,4.0,331.1,236.1,True
138,13,0,polyp,0.2647,0.2647,25.2,4.0,331.1,236.1,True
139,,,,,,,,,,False
140,,,,,,,,,,False
141,,,,,,,,,,False
142,,,,,,,,,,False
143,,,,,,,,,,False
144,,,,,,,,,,False
145,,,,,,,,,,False
146,,,,,,,,,,False
147,,,,,,,,,,False
148,,,,,,,,,,False
149,,,,,,,,,,False
150,,,,,,,,,,False
151,,,,,,,,,,False
152,,,,,,,,,,False
153,,,,,,,,,,False
154,,,,,,,,,,False
155,,,,,,,,,,False
156,,,,,,,,,,False
157,,,,,,,,,,False
158,,,,,,,,,,False
159,,,,,,,,,,False
160,,,,,,,,,,False
161,,,,,,,,,,False
162,,,,,,,,,,False
163,,,,,,,,,,False
164,,,,,,,,,,False
165,,,,,,,,,,False
166,,,,,,,,,,False
167,,,,,,,,,,False
168,,,,,,,,,,False
169,,,,,,,,,,False
170,,,,,,,,,,False
171,,,,,,,,,,False
172,,,,,,,,,,False
173,,,,,,,,,,False
174,,,,,,,,,,False
175,,,,,,,,,,False
176,,,,,,,,,,False
177,,,,,,,,,,False
178,,,,,,,,,,False
179,,,,,,,,,,False
180,,,,,,,,,,False
181,,,,,,,,,,False
182,,,,,,,,,,False
183,,,,,,,,,,False
184,,,,,,,,,,False
185,,,,,,,,,,False
186,,,,,,,,,,False
187,,,,,,,,,,False
188,,,,,,,,,,False
189,,,,,,,,,,False
190,,,,,,,,,,False
191,,,,,,,,,,False
192,,,,,,,,,,False
193,,,,,,,,,,False
194,,,,,,,,,,False
195,,,,,,,,,,False
196,,,,,,,,,,False
197,,,,,,,,,,False
198,,,,,,,,,,False
199,,,,,,,,,,False
200,,,,,,,,,,False
201,,,,,,,,,,False
202,,,,,,,,,,False
203,,,,,,,,,,False
204,,,,,,,,,,False
205,,,,,,,,,,False
206,,,,,,,,,,False
207,,,,,,,,,,False
208,,,,,,,,,,False
209,,,,,,,,,,False
210,,,,,,,,,,False
211,,,,,,,,,,False
212,,,,,,,,,,False
213,,,,,,,,,,False
214,,,,,,,,,,False
215,,,,,,,,,,False
216,,,,,,,,,,False
217,,,,,,,,,,False
218,,,,,,,,,,False
219,,,,,,,,,,False
220,,,,,,,,,,False
221,,,,,,,,,,False
222,14,0,polyp,0.5388,0.5388,3.6,5.1,321.4,227.1,False
223,14,0,polyp,0.5388,0.5388,3.6,5.1,321.4,227.1,False
224,14,0,polyp,0.5388,0.5388,3.6,5.1,321.4,227.1,False
225,14,0,polyp,0.5388,0.5388,3.6,5.1,321.4,227.1,False
226,14,0,polyp,0.4310,0.4310,3.6,5.1,321.4,227.1,True
227,14,0,polyp,0.3448,0.3448,3.6,5.1,321.4,227.1,True
228,14,0,polyp,0.2758,0.2758,3.6,5.1,321.4,227.1,True
229,,,,,,,,,,False
230,,,,,,,,,,False
231,,,,,,,,,,False
232,,,,,,,,,,False
233,,,,,,,,,,False
234,,,,,,,,,,False
235,,,,,,,,,,False
236,,,,,,,,,,False
237,,,,,,,,,,False
238,,,,,,,,,,False
239,,,,,,,,,,False
240,,,,,,,,,,False
241,,,,,,,,,,False
242,,,,,,,,,,False
243,,,,,,,,,,False
244,,,,,,,,,,False
245,,,,,,,,,,False
246,,,,,,,,,,False
247,,,,,,,,,,False
248,,,,,,,,,,False
249,,,,,,,,,,False
250,,,,,,,,,,False
251,,,,,,,,,,False
252,,,,,,,,,,False
253,,,,,,,,,,False
254,,,,,,,,,,False
255,,,,,,,,,,False
256,,,,,,,,,,False
257,,,,,,,,,,False
258,,,,,,,,,,False
259,,,,,,,,,,False
260,,,,,,,,,,False
261,,,,,,,,,,False
262,,,,,,,,,,False
263,,,,,,,,,,False
264,,,,,,,,,,False
265,,,,,,,,,,False
266,,,,,,,,,,False
267,15,0,polyp,0.8447,0.8447,150.3,190.2,212.7,233.4,False
268,15,0,polyp,0.6927,0.7687,152.9,178.4,213.5,224.4,False
269,15,0,polyp,0.6927,0.7434,154.2,167.6,215.6,214.3,False
270,15,0,polyp,0.5229,0.6882,174.5,167.1,215.8,197.0,False
271,15,0,polyp,0.5229,0.6552,185.6,161.3,215.9,183.3,False
272,15,0,polyp,0.5229,0.5908,200.6,158.5,212.0,166.7,False
273,15,0,polyp,0.5229,0.5568,206.2,148.7,217.6,156.9,False
274,15,0,polyp,0.4183,0.4455,206.2,148.7,217.6,156.9,True
275,15,0,polyp,0.3346,0.3564,206.2,148.7,217.6,156.9,True
276,15,0,polyp,0.2677,0.2851,206.2,148.7,217.6,156.9,True
277,,,,,,,,,,False
278,,,,,,,,,,False
279,,,,,,,,,,False
280,,,,,,,,,,False
281,,,,,,,,,,False
282,,,,,,,,,,False
283,,,,,,,,,,False
284,,,,,,,,,,False
285,,,,,,,,,,False
286,,,,,,,,,,False
287,,,,,,,,,,False
288,,,,,,,,,,False
289,,,,,,,,,,False
290,,,,,,,,,,False
291,,,,,,,,,,False
292,,,,,,,,,,False
293,,,,,,,,,,False
294,,,,,,,,,,False
295,16,0,polyp,0.6973,0.6973,204.8,126.4,235.0,177.1,False
296,16,0,polyp,0.6973,0.6973,204.8,126.4,235.0,177.1,False
297,16,0,polyp,0.6973,0.6973,204.8,126.4,235.0,177.1,False
298,16,0,polyp,0.6973,0.6973,204.8,126.4,235.0,177.1,False
299,16,0,polyp,0.5578,0.5578,204.8,126.4,235.0,177.1,True
300,16,0,polyp,0.4463,0.4463,204.8,126.4,235.0,177.1,True
301,16,0,polyp,0.3570,0.3570,204.8,126.4,235.0,177.1,True
302,,,,,,,,,,False
303,,,,,,,,,,False
304,,,,,,,,,,False
305,,,,,,,,,,False
306,,,,,,,,,,False
307,,,,,,,,,,False
308,,,,,,,,,,False
309,,,,,,,,,,False
310,,,,,,,,,,False
311,,,,,,,,,,False
312,,,,,,,,,,False
313,,,,,,,,,,False
314,,,,,,,,,,False
315,,,,,,,,,,False
316,,,,,,,,,,False
317,,,,,,,,,,False
318,,,,,,,,,,False
319,,,,,,,,,,False
320,,,,,,,,,,False
321,,,,,,,,,,False
322,,,,,,,,,,False
323,,,,,,,,,,False
324,,,,,,,,,,False
325,,,,,,,,,,False
326,,,,,,,,,,False
327,,,,,,,,,,False
328,,,,,,,,,,False
329,,,,,,,,,,False
330,,,,,,,,,,False
331,,,,,,,,,,False
332,,,,,,,,,,False
333,,,,,,,,,,False
334,,,,,,,,,,False
335,,,,,,,,,,False
336,,,,,,,,,,False
337,,,,,,,,,,False
338,,,,,,,,,,False
339,,,,,,,,,,False
340,,,,,,,,,,False
341,,,,,,,,,,False
342,,,,,,,,,,False
343,,,,,,,,,,False
344,,,,,,,,,,False
345,,,,,,,,,,False
346,,,,,,,,,,False
347,17,0,polyp,0.5002,0.5002,38.6,6.2,325.0,240.0,False
348,17,0,polyp,0.5002,0.5002,38.6,6.2,325.0,240.0,False
349,17,0,polyp,0.5002,0.5002,38.6,6.2,325.0,240.0,False
350,17,0,polyp,0.5002,0.5002,38.6,6.2,325.0,240.0,False
351,17,0,polyp,0.4002,0.4002,38.6,6.2,325.0,240.0,True
352,17,0,polyp,0.3201,0.3201,38.6,6.2,325.0,240.0,True
353,17,0,polyp,0.2561,0.2561,38.6,6.2,325.0,240.0,True
354,,,,,,,,,,False
355,,,,,,,,,,False
356,,,,,,,,,,False
357,,,,,,,,,,False
358,,,,,,,,,,False
359,,,,,,,,,,False
360,,,,,,,,,,False
361,18,0,polyp,0.5086,0.5086,2.6,3.8,339.5,230.3,False
362,18,0,polyp,0.5086,0.5086,2.6,3.8,339.5,230.3,False
363,18,0,polyp,0.5086,0.5086,2.6,3.8,339.5,230.3,False
364,18,0,polyp,0.5086,0.5086,2.6,3.8,339.5,230.3,False
365,18,0,polyp,0.4069,0.4069,2.6,3.8,339.5,230.3,True
366,18,0,polyp,0.3255,0.3255,2.6,3.8,339.5,230.3,True
367,18,0,polyp,0.2604,0.2604,2.6,3.8,339.5,230.3,True
368,,,,,,,,,,False
369,,,,,,,,,,False
370,,,,,,,,,,False
371,,,,,,,,,,False
372,,,,,,,,,,False
373,,,,,,,,,,False
374,,,,,,,,,,False
375,,,,,,,,,,False
376,,,,,,,,,,False
377,,,,,,,,,,False
378,,,,,,,,,,False
379,,,,,,,,,,False
380,,,,,,,,,,False
381,,,,,,,,,,False
382,,,,,,,,,,False
383,,,,,,,,,,False
384,,,,,,,,,,False
385,19,0,polyp,0.6705,0.6705,229.3,143.6,276.7,192.6,False
386,19,0,polyp,0.6705,0.6705,229.3,143.6,276.7,192.6,False
387,19,0,polyp,0.6705,0.6705,229.3,143.6,276.7,192.6,False
388,19,0,polyp,0.6705,0.6705,229.3,143.6,276.7,192.6,False
389,19,0,polyp,0.5364,0.5364,229.3,143.6,276.7,192.6,True
390,19,0,polyp,0.4291,0.4291,229.3,143.6,276.7,192.6,True
391,19,0,polyp,0.3433,0.3433,229.3,143.6,276.7,192.6,True
392,,,,,,,,,,False
393,,,,,,,,,,False
394,,,,,,,,,,False
395,,,,,,,,,,False
396,20,0,polyp,0.6505,0.6505,167.4,153.8,206.0,179.8,False
397,20,0,polyp,0.6505,0.6505,167.4,153.8,206.0,179.8,False
398,20,0,polyp,0.6505,0.6505,167.4,153.8,206.0,179.8,False
399,20,0,polyp,0.6505,0.6505,167.4,153.8,206.0,179.8,False
400,20,0,polyp,0.5204,0.5204,167.4,153.8,206.0,179.8,True
401,20,0,polyp,0.4163,0.4163,167.4,153.8,206.0,179.8,True
402,20,0,polyp,0.3330,0.3330,167.4,153.8,206.0,179.8,True
403,,,,,,,,,,False
404,,,,,,,,,,False
405,,,,,,,,,,False
406,,,,,,,,,,False
407,,,,,,,,,,False
408,,,,,,,,,,False
409,,,,,,,,,,False
410,,,,,,,,,,False
411,,,,,,,,,,False
412,,,,,,,,,,False
413,,,,,,,,,,False
414,,,,,,,,,,False
415,,,,,,,,,,False
416,,,,,,,,,,False
417,,,,,,,,,,False
418,,,,,,,,,,False
419,,,,,,,,,,False
420,,,,,,,,,,False
421,,,,,,,,,,False
422,,,,,,,,,,False
423,,,,,,,,,,False
424,,,,,,,,,,False
425,,,,,,,,,,False
426,,,,,,,,,,False
427,,,,,,,,,,False
428,,,,,,,,,,False
429,,,,,,,,,,False
430,,,,,,,,,,False
431,,,,,,,,,,False
432,,,,,,,,,,False
433,,,,,,,,,,False
434,,,,,,,,,,False
435,,,,,,,,,,False
436,,,,,,,,,,False
437,,,,,,,,,,False
438,,,,,,,,,,False
439,,,,,,,,,,False
440,,,,,,,,,,False
441,,,,,,,,,,False
442,,,,,,,,,,False
443,,,,,,,,,,False
444,,,,,,,,,,False
445,,,,,,,,,,False
446,,,,,,,,,,False
447,,,,,,,,,,False
448,,,,,,,,,,False
449,,,,,,,,,,False
450,,,,,,,,,,False
451,,,,,,,,,,False
452,,,,,,,,,,False
453,,,,,,,,,,False
454,,,,,,,,,,False
455,,,,,,,,,,False
456,,,,,,,,,,False
457,,,,,,,,,,False
458,,,,,,,,,,False
459,,,,,,,,,,False
460,,,,,,,,,,False
461,,,,,,,,,,False
462,,,,,,,,,,False
463,,,,,,,,,,False
464,,,,,,,,,,False
465,,,,,,,,,,False
466,,,,,,,,,,False
467,,,,,,,,,,False
468,,,,,,,,,,False
469,,,,,,,,,,False
470,,,,,,,,,,False
471,,,,,,,,,,False
472,,,,,,,,,,False
473,,,,,,,,,,False
474,,,,,,,,,,False
475,,,,,,,,,,False
476,,,,,,,,,,False
477,,,,,,,,,,False
478,,,,,,,,,,False
479,,,,,,,,,,False
480,,,,,,,,,,False
481,,,,,,,,,,False
482,,,,,,,,,,False
483,,,,,,,,,,False
484,,,,,,,,,,False
485,,,,,,,,,,False
486,,,,,,,,,,False
487,,,,,,,,,,False
488,,,,,,,,,,False
489,,,,,,,,,,False
490,,,,,,,,,,False
491,,,,,,,,,,False
492,,,,,,,,,,False
493,,,,,,,,,,False
494,,,,,,,,,,False
495,,,,,,,,,,False
496,,,,,,,,,,False
497,,,,,,,,,,False
498,,,,,,,,,,False
499,,,,,,,,,,False
500,,,,,,,,,,False
501,,,,,,,,,,False
502,,,,,,,,,,False
503,,,,,,,,,,False
504,,,,,,,,,,False
505,,,,,,,,,,False
506,,,,,,,,,,False
507,,,,,,,,,,False
508,,,,,,,,,,False
509,,,,,,,,,,False
510,,,,,,,,,,False
511,,,,,,,,,,False
512,,,,,,,,,,False
513,,,,,,,,,,False
514,,,,,,,,,,False
515,,,,,,,,,,False
516,,,,,,,,,,False
517,,,,,,,,,,False
518,,,,,,,,,,False
519,,,,,,,,,,False
520,,,,,,,,,,False
521,,,,,,,,,,False
522,,,,,,,,,,False
523,,,,,,,,,,False
524,,,,,,,,,,False
525,,,,,,,,,,False
526,,,,,,,,,,False
527,,,,,,,,,,False
528,,,,,,,,,,False
529,,,,,,,,,,False
530,,,,,,,,,,False
531,,,,,,,,,,False
532,,,,,,,,,,False
533,,,,,,,,,,False
534,,,,,,,,,,False
535,,,,,,,,,,False
536,,,,,,,,,,False
537,,,,,,,,,,False
538,,,,,,,,,,False
539,,,,,,,,,,False
540,,,,,,,,,,False
541,,,,,,,,,,False
542,21,0,polyp,0.5213,0.5213,157.1,193.8,242.5,235.5,False
543,21,0,polyp,0.5213,0.5213,157.1,193.8,242.5,235.5,False
544,21,0,polyp,0.5213,0.5213,157.1,193.8,242.5,235.5,False
545,21,0,polyp,0.5213,0.5213,157.1,193.8,242.5,235.5,False
546,21,0,polyp,0.4171,0.4171,157.1,193.8,242.5,235.5,True
547,21,0,polyp,0.3337,0.3337,157.1,193.8,242.5,235.5,True
548,21,0,polyp,0.2669,0.2669,157.1,193.8,242.5,235.5,True
549,,,,,,,,,,False
550,,,,,,,,,,False
551,,,,,,,,,,False
552,,,,,,,,,,False
553,,,,,,,,,,False
554,,,,,,,,,,False
555,,,,,,,,,,False
556,,,,,,,,,,False
557,,,,,,,,,,False
558,,,,,,,,,,False
559,,,,,,,,,,False
560,,,,,,,,,,False
561,,,,,,,,,,False
562,,,,,,,,,,False
563,,,,,,,,,,False
564,,,,,,,,,,False
565,,,,,,,,,,False
566,,,,,,,,,,False
567,,,,,,,,,,False
568,,,,,,,,,,False
569,,,,,,,,,,False
570,,,,,,,,,,False
571,,,,,,,,,,False
572,,,,,,,,,,False
573,,,,,,,,,,False
574,,,,,,,,,,False
575,,,,,,,,,,False
576,,,,,,,,,,False
577,,,,,,,,,,False
578,,,,,,,,,,False
579,,,,,,,,,,False
580,,,,,,,,,,False
581,,,,,,,,,,False
582,,,,,,,,,,False
583,,,,,,,,,,False
584,,,,,,,,,,False
585,,,,,,,,,,False
586,,,,,,,,,,False
587,,,,,,,,,,False
588,,,,,,,,,,False
589,,,,,,,,,,False
590,,,,,,,,,,False
591,,,,,,,,,,False
592,,,,,,,,,,False
593,,,,,,,,,,False
594,,,,,,,,,,False
595,,,,,,,,,,False
596,,,,,,,,,,False
597,,,,,,,,,,False
598,,,,,,,,,,False
599,,,,,,,,,,False
600,,,,,,,,,,False
601,,,,,,,,,,False
602,,,,,,,,,,False
603,,,,,,,,,,False
604,,,,,,,,,,False
605,,,,,,,,,,False
606,,,,,,,,,,False
607,,,,,,,,,,False
608,,,,,,,,,,False
609,,,,,,,,,,False
610,,,,,,,,,,False
611,,,,,,,,,,False
612,,,,,,,,,,False
613,,,,,,,,,,False
614,,,,,,,,,,False
615,,,,,,,,,,False
616,,,,,,,,,,False
617,,,,,,,,,,False
618,,,,,,,,,,False
619,,,,,,,,,,False
620,,,,,,,,,,False
621,,,,,,,,,,False
622,,,,,,,,,,False
623,,,,,,,,,,False
624,,,,,,,,,,False
625,,,,,,,,,,False
626,,,,,,,,,,False
627,,,,,,,,,,False
628,,,,,,,,,,False
629,,,,,,,,,,False
630,,,,,,,,,,False
631,,,,,,,,,,False
632,,,,,,,,,,False
633,,,,,,,,,,False
634,,,,,,,,,,False
635,,,,,,,,,,False
636,,,,,,,,,,False
637,,,,,,,,,,False
638,,,,,,,,,,False
639,,,,,,,,,,False
640,,,,,,,,,,False
641,,,,,,,,,,False
642,,,,,,,,,,False
643,,,,,,,,,,False
644,,,,,,,,,,False
645,,,,,,,,,,False
646,,,,,,,,,,False
647,,,,,,,,,,False
648,,,,,,,,,,False
649,,,,,,,,,,False
650,,,,,,,,,,False
651,,,,,,,,,,False
652,,,,,,,,,,False
653,,,,,,,,,,False
654,,,,,,,,,,False
655,,,,,,,,,,False
656,,,,,,,,,,False
657,,,,,,,,,,False
658,,,,,,,,,,False
659,,,,,,,,,,False
660,22,0,polyp,0.5912,0.5912,0.1,2.8,333.3,240.0,False
661,22,0,polyp,0.5912,0.5912,0.1,2.8,333.3,240.0,False
662,22,0,polyp,0.5912,0.5912,0.1,2.8,333.3,240.0,False
663,22,0,polyp,0.5912,0.5912,0.1,2.8,333.3,240.0,False
664,22,0,polyp,0.4730,0.4730,0.1,2.8,333.3,240.0,True
665,22,0,polyp,0.3784,0.3784,0.1,2.8,333.3,240.0,True
666,22,0,polyp,0.3027,0.3027,0.1,2.8,333.3,240.0,True
667,,,,,,,,,,False
668,,,,,,,,,,False
669,,,,,,,,,,False
670,,,,,,,,,,False
671,,,,,,,,,,False
672,,,,,,,,,,False
673,,,,,,,,,,False
674,,,,,,,,,,False
675,,,,,,,,,,False
676,,,,,,,,,,False
677,,,,,,,,,,False
678,,,,,,,,,,False
679,,,,,,,,,,False
680,,,,,,,,,,False
681,,,,,,,,,,False
682,,,,,,,,,,False
683,,,,,,,,,,False
684,,,,,,,,,,False
685,,,,,,,,,,False
686,,,,,,,,,,False
687,,,,,,,,,,False
688,,,,,,,,,,False
689,,,,,,,,,,False
690,,,,,,,,,,False
691,,,,,,,,,,False
692,,,,,,,,,,False
693,,,,,,,,,,False
694,,,,,,,,,,False
695,,,,,,,,,,False
696,,,,,,,,,,False
697,,,,,,,,,,False
698,,,,,,,,,,False
699,,,,,,,,,,False
700,,,,,,,,,,False
701,,,,,,,,,,False
702,,,,,,,,,,False
703,,,,,,,,,,False
704,,,,,,,,,,False
705,,,,,,,,,,False
706,,,,,,,,,,False
707,,,,,,,,,,False
708,,,,,,,,,,False
709,,,,,,,,,,False
710,,,,,,,,,,False
711,,,,,,,,,,False
712,,,,,,,,,,False
713,,,,,,,,,,False
714,,,,,,,,,,False
715,,,,,,,,,,False
716,,,,,,,,,,False
717,,,,,,,,,,False
718,,,,,,,,,,False
719,,,,,,,,,,False
720,,,,,,,,,,False
721,,,,,,,,,,False
722,,,,,,,,,,False
723,,,,,,,,,,False
724,,,,,,,,,,False
725,,,,,,,,,,False
726,,,,,,,,,,False
727,,,,,,,,,,False
728,,,,,,,,,,False
729,,,,,,,,,,False
730,,,,,,,,,,False
731,,,,,,,,,,False
732,,,,,,,,,,False
733,,,,,,,,,,False
734,,,,,,,,,,False
735,,,,,,,,,,False
736,,,,,,,,,,False
737,,,,,,,,,,False
738,,,,,,,,,,False
